brand,year,age,km_driven,fuel_type,transmission,inspection_grade,owner_type,city,selling_price,km_per_year
Maruti,2015,10,107250,Petrol,Automatic,B,3rd,Mumbai,80401,10725
Tata,2015,10,160030,Petrol,Manual,B,2nd,Mumbai,70845,16003
Volkswagen,2014,11,145849,Petrol,Manual,B,1st,Ahmedabad,111590,13259
Honda,2021,4,53028,Petrol,Manual,B,1st,Kolkata,334996,13257
Maruti,2021,4,49664,Petrol,Manual,C,1st,Delhi,182564,12416
Honda,2010,15,154725,Diesel,Automatic,A,2nd,Chennai,202634,10315
Mahindra,2020,5,83135,Diesel,Automatic,A,2nd,Chennai,468063,16627
Hyundai,2016,9,134181,CNG,Manual,B,3rd,Mumbai,103192,14909
Ford,2019,6,54444,Diesel,Automatic,D,1st,Chennai,238858,9074
Tata,2017,8,71848,CNG,Manual,A,1st,Mumbai,173785,8981
Ford,2010,15,205860,Petrol,Manual,D,2nd,Pune,46341,13724
Tata,2019,6,101538,Petrol,Manual,D,1st,Bangalore,141415,16923
Maruti,2016,9,84249,Petrol,Manual,B,2nd,Chennai,87236,9361
Hyundai,2013,12,104928,Diesel,Manual,C,2nd,Pune,96260,8744
Maruti,2015,10,141670,CNG,Manual,A,1st,Delhi,91661,14167
Ford,2018,7,79471,Diesel,Manual,B,3rd,Pune,184336,11353
Mahindra,2014,11,142670,Petrol,Manual,B,2nd,Hyderabad,99219,12970
Tata,2017,8,102520,Diesel,Automatic,D,1st,Pune,165594,12815
Hyundai,2014,11,158411,Petrol,Automatic,B,1st,Pune,122485,14401
Maruti,2011,14,247030,Petrol,Manual,B,2nd,Pune,43773,17645
Mahindra,2013,12,163344,Petrol,Manual,B,1st,Ahmedabad,109698,13612
Hyundai,2023,2,35914,Petrol,Automatic,B,1st,Kolkata,496250,17957
Maruti,2011,14,173082,Petrol,Automatic,B,2nd,Delhi,82244,12363
Tata,2016,9,115308,Diesel,Manual,D,1st,Ahmedabad,101390,12812
Maruti,2016,9,76014,Diesel,Manual,A,3rd,Delhi,124612,8446
Hyundai,2023,2,21444,Petrol,Manual,B,1st,Hyderabad,375708,10722
Hyundai,2012,13,213603,Petrol,Manual,A,1st,Mumbai,94620,16431
Maruti,2023,2,16232,CNG,Manual,C,1st,Ahmedabad,242667,8116
Kia,2022,3,30939,Petrol,Automatic,A,2nd,Chennai,550784,10313
Maruti,2016,9,139257,Petrol,Manual,A,1st,Delhi,109127,15473
Maruti,2010,15,233790,Petrol,Manual,C,3rd,Chennai,37283,15586
Maruti,2010,15,150420,Diesel,Manual,B,1st,Kolkata,89500,10028
Mahindra,2018,7,89257,Petrol,Manual,C,3rd,Hyderabad,143727,12751
Hyundai,2015,10,100390,Petrol,Automatic,C,1st,Pune,121742,10039
Honda,2022,3,34932,Petrol,Manual,B,1st,Hyderabad,402969,11644
Maruti,2023,2,17172,Petrol,Automatic,B,2nd,Kolkata,328162,8586
Maruti,2021,4,60736,Petrol,Manual,A,2nd,Chennai,233694,15184
Hyundai,2014,11,155705,Diesel,Manual,B,1st,Chennai,111985,14155
Toyota,2022,3,45078,CNG,Manual,B,2nd,Kolkata,396795,15026
Ford,2015,10,106320,CNG,Manual,B,1st,Hyderabad,108367,10632
Maruti,2015,10,101300,Diesel,Manual,B,1st,Mumbai,98883,10130
Honda,2010,15,237390,Petrol,Manual,B,2nd,Chennai,73323,15826
Volkswagen,2014,11,137258,Diesel,Automatic,A,3rd,Kolkata,170216,12478
Hyundai,2018,7,110278,Diesel,Automatic,B,2nd,Bangalore,250841,15754
Toyota,2013,12,107796,Diesel,Manual,A,1st,Pune,212072,8983
Maruti,2012,13,110656,Petrol,Manual,B,2nd,Kolkata,76041,8512
Volkswagen,2010,15,250000,Petrol,Automatic,C,2nd,Kolkata,82609,16666
Mahindra,2023,2,25172,Electric,Manual,A,1st,Bangalore,482750,12586
Volkswagen,2011,14,218764,CNG,Manual,D,1st,Chennai,59419,15626
Tata,2012,13,144027,Diesel,Manual,B,1st,Delhi,110617,11079
Hyundai,2013,12,122304,Electric,Manual,A,1st,Hyderabad,125600,10192
Volkswagen,2016,9,87597,Diesel,Manual,D,2nd,Mumbai,112596,9733
Maruti,2015,10,138820,Petrol,Manual,B,1st,Bangalore,74949,13882
Hyundai,2020,5,76510,Petrol,Automatic,B,1st,Bangalore,324946,15302
Mahindra,2017,8,119792,Diesel,Manual,A,1st,Delhi,254504,14974
Mahindra,2023,2,18888,Petrol,Manual,B,1st,Chennai,410835,9444
Volkswagen,2018,7,70805,Electric,Manual,C,3rd,Delhi,154323,10115
Maruti,2015,10,174690,Petrol,Manual,A,1st,Mumbai,82224,17469
Toyota,2016,9,97398,Diesel,Automatic,B,1st,Chennai,303950,10822
Mahindra,2013,12,112548,Diesel,Manual,C,2nd,Bangalore,112709,9379
Maruti,2011,14,136668,Petrol,Automatic,A,2nd,Bangalore,96725,9762
Hyundai,2018,7,90139,Petrol,Manual,C,2nd,Kolkata,150795,12877
Maruti,2018,7,115087,Diesel,Automatic,A,1st,Hyderabad,265418,16441
Hyundai,2013,12,204912,Petrol,Manual,A,1st,Mumbai,96949,17076
Kia,2021,4,47648,Diesel,Automatic,D,2nd,Kolkata,349107,11912
Tata,2012,13,174018,Petrol,Manual,A,2nd,Kolkata,86284,13386
Mahindra,2019,6,74874,Petrol,Manual,C,1st,Bangalore,213575,12479
Renault,2023,2,34960,Petrol,Manual,C,1st,Delhi,257367,17480
Hyundai,2020,5,42680,Petrol,Automatic,B,3rd,Bangalore,316981,8536
Toyota,2015,10,96390,Petrol,Automatic,B,3rd,Delhi,171819,9639
Hyundai,2023,2,20142,Electric,Manual,A,2nd,Delhi,389840,10071
Ford,2023,2,23310,Petrol,Manual,C,2nd,Pune,267666,11655
Maruti,2012,13,145574,CNG,Manual,D,1st,Pune,50888,11198
Volkswagen,2010,15,199395,Electric,Manual,A,3rd,Kolkata,81796,13293
Maruti,2013,12,120780,CNG,Automatic,B,2nd,Pune,85272,10065
Hyundai,2010,15,203550,Petrol,Manual,B,1st,Chennai,86521,13570
Mahindra,2011,14,192388,Diesel,Manual,A,1st,Chennai,128262,13742
Hyundai,2012,13,110149,Petrol,Automatic,C,3rd,Kolkata,101456,8473
Tata,2017,8,109008,Petrol,Automatic,C,3rd,Bangalore,125547,13626
Hyundai,2019,6,72030,CNG,Manual,A,2nd,Bangalore,251435,12005
Mahindra,2013,12,120516,Petrol,Manual,B,1st,Delhi,121938,10043
Maruti,2013,12,191016,Electric,Automatic,B,2nd,Chennai,81131,15918
Maruti,2022,3,44679,Diesel,Manual,A,2nd,Kolkata,306793,14893
Maruti,2019,6,83580,Petrol,Automatic,C,1st,Bangalore,204518,13930
Hyundai,2018,7,86233,Petrol,Manual,A,2nd,Chennai,198670,12319
Maruti,2016,9,129087,Diesel,Manual,B,1st,Mumbai,117474,14343
Hyundai,2011,14,113848,Diesel,Automatic,B,1st,Delhi,179680,8132
Hyundai,2012,13,141635,Diesel,Automatic,B,1st,Pune,164302,10895
Maruti,2013,12,98760,Petrol,Manual,A,2nd,Kolkata,80106,8230
Honda,2013,12,104448,Petrol,Manual,C,1st,Chennai,110329,8704
Ford,2019,6,102552,Petrol,Manual,D,2nd,Bangalore,116555,17092
Maruti,2017,8,140304,Petrol,Manual,B,1st,Kolkata,117874,17538
Honda,2019,6,103104,Petrol,Automatic,B,2nd,Kolkata,306933,17184
Tata,2023,2,35300,Petrol,Automatic,C,2nd,Ahmedabad,320203,17650
Hyundai,2019,6,107814,Petrol,Automatic,D,1st,Ahmedabad,203895,17969
Mahindra,2015,10,168740,Diesel,Manual,C,1st,Delhi,111056,16874
Hyundai,2012,13,230386,Diesel,Manual,B,2nd,Hyderabad,89158,17722
Honda,2020,5,54250,Petrol,Manual,A,1st,Delhi,347807,10850
Maruti,2018,7,61768,Diesel,Manual,A,3rd,Mumbai,179067,8824
Tata,2019,6,59064,Diesel,Manual,A,1st,Delhi,323885,9844
Tata,2017,8,86760,Diesel,Automatic,A,2nd,Ahmedabad,247609,10845
Maruti,2018,7,87318,Diesel,Manual,D,1st,Ahmedabad,135793,12474
Hyundai,2014,11,96393,Petrol,Manual,B,2nd,Pune,109770,8763
Renault,2012,13,139984,Petrol,Manual,A,2nd,Pune,87394,10768
Hyundai,2013,12,172176,Petrol,Manual,B,1st,Chennai,99664,14348
Honda,2023,2,24906,Petrol,Automatic,A,3rd,Chennai,524192,12453
Ford,2022,3,30888,Diesel,Manual,B,3rd,Bangalore,323546,10296
Mahindra,2021,4,52000,CNG,Automatic,B,3rd,Bangalore,343730,13000
Honda,2014,11,100892,Petrol,Manual,A,2nd,Delhi,135919,9172
Toyota,2018,7,103292,Diesel,Manual,A,1st,Pune,388831,14756
Ford,2018,7,76930,Diesel,Automatic,C,1st,Delhi,269828,10990
Hyundai,2023,2,29308,Petrol,Manual,B,1st,Kolkata,401116,14654
Hyundai,2012,13,220597,CNG,Manual,B,2nd,Pune,65430,16969
Hyundai,2016,9,143685,Petrol,Manual,C,1st,Kolkata,109251,15965
Renault,2015,10,169250,CNG,Manual,C,1st,Delhi,69171,16925
Tata,2013,12,167736,Petrol,Manual,B,1st,Chennai,84336,13978
Maruti,2014,11,152790,Petrol,Manual,D,1st,Ahmedabad,54591,13890
Ford,2023,2,23364,Diesel,Manual,A,1st,Chennai,526026,11682
Honda,2019,6,88242,CNG,Manual,B,2nd,Hyderabad,236498,14707
Maruti,2011,14,246330,Petrol,Manual,D,2nd,Ahmedabad,32309,17595
Honda,2020,5,76885,Diesel,Manual,C,1st,Hyderabad,296685,15377
Hyundai,2016,9,144207,Diesel,Manual,A,1st,Hyderabad,181069,16023
Ford,2023,2,33312,Petrol,Manual,D,1st,Bangalore,232566,16656
Maruti,2013,12,203436,Petrol,Manual,A,1st,Chennai,73550,16953
Toyota,2011,14,178528,Petrol,Manual,C,2nd,Delhi,98262,12752
Honda,2020,5,77375,Petrol,Manual,B,2nd,Delhi,266795,15475
Maruti,2015,10,97120,Diesel,Manual,A,1st,Hyderabad,109500,9712
Renault,2020,5,74970,CNG,Manual,B,2nd,Bangalore,200713,14994
Honda,2021,4,40472,Diesel,Manual,C,2nd,Bangalore,340812,10118
Maruti,2011,14,138810,Electric,Manual,C,2nd,Hyderabad,57807,9915
Hyundai,2019,6,55878,Petrol,Automatic,D,1st,Ahmedabad,233384,9313
Toyota,2011,14,250000,Petrol,Manual,B,1st,Delhi,100220,17857
Hyundai,2016,9,95985,CNG,Automatic,B,1st,Bangalore,178743,10665
Maruti,2010,15,250000,CNG,Manual,A,1st,Pune,61789,16666
Maruti,2016,9,76860,Petrol,Manual,A,1st,Pune,121730,8540
Maruti,2019,6,67482,Petrol,Manual,B,2nd,Mumbai,162037,11247
Mahindra,2014,11,92301,Diesel,Manual,C,1st,Pune,138510,8391
Hyundai,2010,15,125055,Petrol,Manual,C,2nd,Hyderabad,75637,8337
Maruti,2015,10,142010,Petrol,Manual,B,1st,Delhi,80198,14201
Maruti,2016,9,141975,Diesel,Automatic,C,1st,Mumbai,135123,15775
Hyundai,2010,15,246960,Electric,Manual,C,1st,Chennai,63406,16464
Volkswagen,2018,7,108528,Diesel,Manual,B,1st,Delhi,234220,15504
Hyundai,2016,9,104382,Diesel,Manual,C,1st,Kolkata,149528,11598
Kia,2010,15,223005,Petrol,Manual,B,1st,Mumbai,93999,14867
Honda,2012,13,228462,Diesel,Automatic,D,1st,Chennai,97775,17574
Maruti,2014,11,165550,Petrol,Automatic,A,1st,Bangalore,99938,15050
Ford,2013,12,210648,Electric,Manual,B,2nd,Ahmedabad,65624,17554
Hyundai,2011,14,181426,Petrol,Manual,B,2nd,Delhi,77347,12959
Mahindra,2010,15,163275,Diesel,Manual,C,2nd,Delhi,98478,10885
Kia,2013,12,138720,CNG,Manual,B,2nd,Bangalore,115662,11560
Maruti,2016,9,130680,Petrol,Automatic,B,2nd,Delhi,111012,14520
Maruti,2020,5,69035,Electric,Manual,C,1st,Ahmedabad,176502,13807
Mahindra,2013,12,185232,Petrol,Automatic,B,1st,Hyderabad,135640,15436
Maruti,2018,7,100079,Petrol,Automatic,B,1st,Kolkata,200762,14297
Maruti,2023,2,24754,Petrol,Manual,A,1st,Mumbai,346314,12377
Maruti,2017,8,140904,CNG,Manual,A,2nd,Chennai,109677,17613
Maruti,2017,8,89640,CNG,Automatic,D,2nd,Chennai,100576,11205
Mahindra,2014,11,101750,Petrol,Manual,B,1st,Mumbai,129427,9250
Maruti,2021,4,61852,Petrol,Manual,C,2nd,Hyderabad,176450,15463
Hyundai,2010,15,137445,CNG,Manual,B,2nd,Delhi,96273,9163
Tata,2018,7,113330,Petrol,Manual,B,1st,Bangalore,172464,16190
Hyundai,2011,14,140546,Diesel,Manual,B,2nd,Bangalore,112176,10039
Maruti,2015,10,153760,Diesel,Manual,A,3rd,Kolkata,77511,15376
Mahindra,2019,6,91494,CNG,Manual,C,1st,Delhi,196896,15249
Maruti,2023,2,19566,Diesel,Automatic,B,1st,Pune,438959,9783
Mahindra,2014,11,193270,Petrol,Manual,B,2nd,Chennai,85612,17570
Ford,2019,6,76464,Electric,Manual,C,1st,Mumbai,196905,12744
Hyundai,2022,3,51438,Petrol,Manual,B,3rd,Mumbai,259346,17146
Honda,2017,8,91944,Petrol,Manual,D,2nd,Chennai,114081,11493
Hyundai,2020,5,70610,Petrol,Manual,A,1st,Ahmedabad,329753,14122
Hyundai,2012,13,181701,Electric,Automatic,D,1st,Mumbai,88043,13977
Ford,2015,10,147360,Diesel,Manual,C,1st,Chennai,101511,14736
Ford,2015,10,129510,Petrol,Automatic,B,2nd,Ahmedabad,114184,12951
Hyundai,2019,6,93882,Diesel,Automatic,B,2nd,Hyderabad,301177,15647
Tata,2012,13,154674,Petrol,Manual,C,1st,Delhi,71920,11898
Volkswagen,2021,4,56136,CNG,Manual,B,3rd,Chennai,265759,14034
Renault,2021,4,59240,Petrol,Manual,A,2nd,Hyderabad,256483,14810
Honda,2021,4,53600,Diesel,Automatic,D,1st,Chennai,388393,13400
Hyundai,2016,9,106164,Diesel,Manual,B,3rd,Hyderabad,126237,11796
Maruti,2020,5,46815,Petrol,Manual,B,2nd,Hyderabad,174974,9363
Renault,2013,12,186888,CNG,Automatic,A,2nd,Hyderabad,102367,15574
Maruti,2014,11,173162,Petrol,Manual,A,1st,Kolkata,75671,15742
Honda,2018,7,58737,Diesel,Automatic,C,1st,Delhi,356154,8391
Maruti,2015,10,121960,Diesel,Manual,B,1st,Kolkata,102587,12196
Maruti,2019,6,90798,Diesel,Automatic,D,1st,Chennai,184034,15133
Hyundai,2022,3,29562,Petrol,Manual,C,2nd,Pune,245820,9854
Kia,2013,12,137832,Electric,Automatic,D,1st,Kolkata,115273,11486
Maruti,2017,8,113984,Petrol,Manual,B,1st,Chennai,115314,14248
Honda,2018,7,114807,Diesel,Manual,A,1st,Chennai,293377,16401
Maruti,2019,6,100758,Diesel,Manual,B,1st,Hyderabad,191092,16793
Maruti,2014,11,148093,CNG,Automatic,B,1st,Mumbai,98236,13463
Hyundai,2011,14,153272,Diesel,Manual,B,1st,Mumbai,112491,10948
Honda,2015,10,125960,Petrol,Automatic,C,1st,Chennai,131179,12596
Maruti,2020,5,74290,Diesel,Manual,B,1st,Mumbai,249762,14858
Hyundai,2021,4,58828,Petrol,Automatic,A,2nd,Pune,408803,14707
Maruti,2017,8,143360,Petrol,Manual,A,2nd,Kolkata,118909,17920
Hyundai,2022,3,33633,CNG,Manual,A,1st,Mumbai,374420,11211
Renault,2014,11,143154,Diesel,Automatic,C,1st,Mumbai,105159,13014
Volkswagen,2010,15,124605,Petrol,Manual,A,1st,Hyderabad,139855,8307
Hyundai,2017,8,87384,Diesel,Manual,D,2nd,Ahmedabad,130483,10923
Honda,2018,7,116648,Petrol,Manual,C,2nd,Kolkata,174634,16664
Ford,2010,15,142050,Petrol,Manual,C,1st,Chennai,82097,9470
Maruti,2017,8,64600,Petrol,Manual,B,3rd,Ahmedabad,104666,8075
Toyota,2019,6,51852,Diesel,Manual,D,2nd,Kolkata,253068,8642
Volkswagen,2021,4,55396,Diesel,Manual,C,1st,Pune,362426,13849
Maruti,2011,14,148932,Diesel,Manual,B,1st,Kolkata,94314,10638
Maruti,2013,12,180072,Petrol,Automatic,A,2nd,Ahmedabad,86545,15006
Renault,2022,3,31614,Diesel,Manual,C,1st,Pune,307661,10538
Honda,2011,14,230202,Petrol,Manual,B,1st,Kolkata,92729,16443
Maruti,2011,14,250000,Petrol,Manual,A,2nd,Ahmedabad,56157,17857
Maruti,2019,6,99396,CNG,Manual,B,2nd,Kolkata,151568,16566
Hyundai,2012,13,148356,Petrol,Manual,A,3rd,Chennai,87474,11412
Tata,2023,2,26476,Diesel,Manual,B,1st,Pune,442686,13238
Mahindra,2017,8,137592,CNG,Automatic,B,2nd,Bangalore,201767,17199
Kia,2013,12,97824,Petrol,Manual,B,2nd,Bangalore,115469,8152
Maruti,2016,9,159651,Diesel,Manual,C,2nd,Mumbai,81391,17739
Honda,2021,4,63556,Diesel,Manual,B,2nd,Ahmedabad,374010,15889
Honda,2019,6,66870,Petrol,Manual,A,1st,Kolkata,318491,11145
Hyundai,2012,13,219713,Diesel,Automatic,A,2nd,Ahmedabad,135867,16901
Maruti,2019,6,95184,Diesel,Automatic,C,2nd,Chennai,186244,15864
Renault,2021,4,36720,Petrol,Automatic,A,1st,Mumbai,415168,9180
Toyota,2023,2,18488,Petrol,Manual,C,3rd,Ahmedabad,329879,9244
Honda,2023,2,16346,Electric,Automatic,A,3rd,Ahmedabad,586427,8173
Tata,2022,3,47064,Diesel,Manual,C,1st,Hyderabad,297992,15688
Maruti,2020,5,64295,Petrol,Manual,B,2nd,Chennai,179130,12859
Honda,2023,2,29374,Petrol,Manual,A,2nd,Pune,460613,14687
Tata,2012,13,137059,Diesel,Automatic,C,1st,Hyderabad,135206,10543
Honda,2011,14,156968,Petrol,Automatic,B,1st,Hyderabad,160961,11212
Kia,2022,3,41991,Petrol,Manual,C,3rd,Chennai,271000,13997
Tata,2021,4,32720,Diesel,Automatic,C,1st,Mumbai,388612,8180
Hyundai,2015,10,149860,Diesel,Automatic,A,1st,Bangalore,181308,14986
Mahindra,2015,10,104270,Petrol,Manual,B,1st,Mumbai,125526,10427
Maruti,2010,15,211965,Petrol,Automatic,A,1st,Bangalore,90679,14131
Hyundai,2016,9,121419,Petrol,Manual,B,1st,Delhi,126197,13491
Hyundai,2021,4,45936,Petrol,Automatic,A,3rd,Bangalore,381170,11484
Hyundai,2023,2,29668,Petrol,Manual,B,1st,Chennai,357929,14834
Mahindra,2023,2,29206,Petrol,Manual,A,2nd,Bangalore,404381,14603
Honda,2013,12,159552,Petrol,Automatic,B,1st,Delhi,160831,13296
Toyota,2022,3,51162,Petrol,Manual,B,2nd,Pune,379302,17054
Honda,2020,5,83305,CNG,Automatic,C,2nd,Pune,299731,16661
Hyundai,2021,4,60584,Petrol,Manual,B,3rd,Bangalore,248090,15146
Toyota,2012,13,127439,Petrol,Automatic,C,1st,Mumbai,173576,9803
Maruti,2022,3,29478,Petrol,Manual,A,2nd,Bangalore,265842,9826
Maruti,2022,3,43536,Petrol,Automatic,A,1st,Chennai,361917,14512
Honda,2017,8,117032,Diesel,Manual,D,3rd,Ahmedabad,134582,14629
Maruti,2011,14,177128,Petrol,Automatic,B,3rd,Chennai,72594,12652
Maruti,2018,7,62783,Diesel,Manual,B,1st,Hyderabad,187246,8969
Tata,2022,3,52377,Petrol,Manual,A,2nd,Mumbai,289880,17459
Honda,2017,8,97776,CNG,Manual,A,2nd,Mumbai,186078,12222
Hyundai,2017,8,105848,Petrol,Automatic,D,1st,Bangalore,146241,13231
Renault,2022,3,28395,Petrol,Manual,C,1st,Bangalore,257986,9465
Honda,2012,13,187382,Petrol,Manual,B,1st,Ahmedabad,98462,14414
Ford,2022,3,25986,Petrol,Automatic,D,1st,Chennai,279925,8662
Maruti,2013,12,162312,Petrol,Automatic,B,2nd,Ahmedabad,78366,13526
Honda,2011,14,195608,Petrol,Manual,C,1st,Hyderabad,85478,13972
Ford,2011,14,167902,Diesel,Manual,B,2nd,Delhi,87411,11993
Honda,2013,12,111120,Petrol,Manual,B,1st,Bangalore,139116,9260
Mahindra,2015,10,122570,Petrol,Automatic,A,2nd,Mumbai,148298,12257
Hyundai,2014,11,103444,Petrol,Automatic,C,2nd,Pune,120333,9404
Maruti,2010,15,250000,Diesel,Automatic,A,1st,Bangalore,104771,16666
Hyundai,2022,3,34596,Petrol,Automatic,C,1st,Ahmedabad,412169,11532
Hyundai,2019,6,104976,Petrol,Manual,A,1st,Kolkata,233007,17496
Ford,2010,15,226395,Petrol,Manual,A,1st,Hyderabad,77801,15093
Maruti,2015,10,161600,Diesel,Manual,D,2nd,Mumbai,51417,16160
Renault,2012,13,172380,Diesel,Manual,B,1st,Ahmedabad,94168,13260
Renault,2012,13,118001,Petrol,Automatic,A,2nd,Pune,112881,9077
Maruti,2016,9,159786,Petrol,Manual,D,2nd,Pune,50607,17754
Hyundai,2022,3,50025,Petrol,Automatic,B,1st,Hyderabad,427138,16675
Ford,2022,3,24510,Petrol,Automatic,A,1st,Mumbai,476840,8170
Renault,2010,15,217785,Diesel,Automatic,B,1st,Bangalore,98677,14519
Hyundai,2010,15,200340,Petrol,Manual,B,2nd,Hyderabad,72244,13356
Hyundai,2023,2,19380,Petrol,Manual,B,2nd,Chennai,330608,9690
Honda,2022,3,53142,Diesel,Manual,D,1st,Mumbai,352368,17714
Tata,2019,6,66540,Petrol,Manual,B,1st,Hyderabad,200016,11090
Maruti,2012,13,158080,Petrol,Manual,A,1st,Hyderabad,86425,12160
Mahindra,2023,2,20566,Petrol,Manual,A,1st,Ahmedabad,484276,10283
Maruti,2017,8,69320,Petrol,Manual,A,1st,Delhi,158840,8665
Maruti,2010,15,124320,CNG,Automatic,B,2nd,Delhi,90913,8288
Hyundai,2019,6,50526,Diesel,Automatic,C,1st,Pune,364558,8421
Hyundai,2022,3,27084,Petrol,Manual,B,1st,Bangalore,345834,9028
Hyundai,2013,12,159072,Petrol,Automatic,B,2nd,Chennai,118923,13256
Honda,2018,7,80276,Petrol,Automatic,C,3rd,Chennai,198517,11468
Hyundai,2023,2,33882,Petrol,Automatic,B,2nd,Hyderabad,474382,16941
Maruti,2013,12,131796,CNG,Manual,B,2nd,Hyderabad,62910,10983
Hyundai,2019,6,79098,Petrol,Automatic,A,1st,Kolkata,353333,13183
Renault,2017,8,102392,CNG,Automatic,B,3rd,Pune,138728,12799
Hyundai,2016,9,95292,Petrol,Manual,A,3rd,Hyderabad,131499,10588
Hyundai,2012,13,127400,CNG,Manual,A,2nd,Mumbai,107570,9800
Honda,2016,9,161460,Diesel,Automatic,B,1st,Bangalore,229140,17940
Kia,2016,9,152559,Diesel,Automatic,B,1st,Bangalore,254043,16951
Maruti,2019,6,49302,Petrol,Automatic,A,1st,Delhi,261859,8217
Tata,2012,13,129961,Diesel,Manual,B,2nd,Pune,96014,9997
Mahindra,2011,14,248724,Petrol,Manual,C,1st,Hyderabad,68523,17766
Tata,2018,7,68292,CNG,Manual,C,2nd,Hyderabad,132318,9756
Maruti,2010,15,205290,Diesel,Automatic,B,1st,Mumbai,106135,13686
Tata,2023,2,19566,Petrol,Automatic,B,2nd,Hyderabad,405783,9783
Maruti,2016,9,148491,Electric,Manual,C,2nd,Ahmedabad,66719,16499
Honda,2013,12,133140,CNG,Automatic,B,1st,Hyderabad,150230,11095
Mahindra,2011,14,160188,Diesel,Manual,C,2nd,Ahmedabad,98881,11442
Maruti,2011,14,191758,Petrol,Manual,A,1st,Bangalore,78684,13697
Toyota,2017,8,143368,Electric,Manual,A,1st,Kolkata,236069,17921
Maruti,2016,9,156006,Diesel,Manual,C,1st,Hyderabad,88559,17334
Toyota,2021,4,32244,Diesel,Manual,C,2nd,Pune,428565,8061
Hyundai,2016,9,154908,CNG,Manual,B,1st,Ahmedabad,125639,17212
Maruti,2014,11,193765,Petrol,Automatic,D,1st,Mumbai,56261,17615
Maruti,2023,2,33486,Petrol,Automatic,B,1st,Mumbai,367661,16743
Renault,2019,6,92310,Diesel,Manual,C,3rd,Chennai,158982,15385
Maruti,2017,8,88056,Petrol,Manual,B,1st,Chennai,129338,11007
Maruti,2023,2,33516,Diesel,Manual,B,1st,Delhi,337532,16758
Hyundai,2011,14,181188,Petrol,Manual,B,2nd,Mumbai,76288,12942
Tata,2011,14,126098,Petrol,Automatic,A,2nd,Pune,130418,9007
Honda,2014,11,167816,Petrol,Manual,A,1st,Mumbai,123763,15256
Maruti,2010,15,231300,Petrol,Manual,B,1st,Pune,57022,15420
Maruti,2015,10,135020,Petrol,Manual,A,1st,Pune,89554,13502
Maruti,2013,12,115632,Petrol,Automatic,B,2nd,Bangalore,94593,9636
Maruti,2015,10,167520,Petrol,Manual,B,1st,Ahmedabad,66988,16752
Hyundai,2016,9,75249,Diesel,Manual,A,1st,Chennai,218726,8361
Mahindra,2022,3,32457,CNG,Automatic,C,1st,Pune,427176,10819
Maruti,2012,13,202202,Petrol,Manual,A,2nd,Kolkata,62312,15554
Hyundai,2020,5,56555,Diesel,Manual,A,1st,Delhi,360403,11311
Hyundai,2022,3,29544,Petrol,Manual,C,2nd,Ahmedabad,259676,9848
Renault,2017,8,107472,Petrol,Automatic,B,2nd,Bangalore,152791,13434
Renault,2016,9,96039,CNG,Automatic,B,2nd,Pune,141731,10671
Toyota,2022,3,52350,Petrol,Manual,A,2nd,Kolkata,466254,17450
Maruti,2010,15,240795,Petrol,Manual,B,2nd,Kolkata,51212,16053
Maruti,2015,10,144170,Petrol,Manual,A,1st,Ahmedabad,89380,14417
Hyundai,2016,9,156276,CNG,Automatic,D,2nd,Bangalore,99878,17364
Maruti,2023,2,21230,Petrol,Manual,C,3rd,Chennai,180965,10615
Honda,2020,5,84415,Diesel,Manual,A,1st,Bangalore,405525,16883
Mahindra,2013,12,119004,Petrol,Manual,C,1st,Chennai,93707,9917
Toyota,2023,2,19854,Petrol,Automatic,B,2nd,Mumbai,617848,9927
Toyota,2011,14,155974,Diesel,Manual,B,1st,Mumbai,169515,11141
Hyundai,2019,6,97062,Petrol,Manual,A,1st,Chennai,268714,16177
Tata,2018,7,68817,Diesel,Manual,A,2nd,Pune,213324,9831
Hyundai,2016,9,139563,Diesel,Automatic,C,2nd,Ahmedabad,154118,15507
Maruti,2010,15,231120,Petrol,Automatic,B,2nd,Ahmedabad,65394,15408
Mahindra,2017,8,120544,Petrol,Manual,B,2nd,Hyderabad,148398,15068
Maruti,2012,13,139828,Diesel,Manual,A,1st,Hyderabad,102742,10756
Hyundai,2013,12,147096,Petrol,Manual,D,1st,Delhi,70870,12258
Hyundai,2021,4,44616,Petrol,Manual,B,1st,Hyderabad,315597,11154
Tata,2014,11,151074,Petrol,Manual,B,2nd,Delhi,78612,13734
Mahindra,2010,15,168480,Diesel,Manual,B,1st,Kolkata,121334,11232
Hyundai,2015,10,139860,CNG,Automatic,C,2nd,Chennai,109702,13986
Toyota,2019,6,83958,Diesel,Manual,B,1st,Pune,372840,13993
Maruti,2015,10,123350,Petrol,Automatic,A,2nd,Ahmedabad,112338,12335
Hyundai,2011,14,139510,Diesel,Automatic,B,2nd,Chennai,154222,9965
Mahindra,2020,5,89635,Petrol,Manual,C,2nd,Chennai,202379,17927
Tata,2019,6,52020,Petrol,Manual,B,1st,Delhi,218127,8670
Kia,2015,10,112740,Diesel,Automatic,C,2nd,Bangalore,171943,11274
Maruti,2017,8,73760,Diesel,Automatic,B,2nd,Delhi,185829,9220
Tata,2015,10,172570,Diesel,Manual,C,1st,Ahmedabad,88021,17257
Tata,2013,12,172284,Petrol,Manual,C,3rd,Pune,57463,14357
Volkswagen,2013,12,197328,CNG,Automatic,C,1st,Kolkata,112869,16444
